Longitude,Latitude,Address,City,Category,ClassificationOfCategories,Area
,28.682345,"41-A, Kamla Nagar, Delhi - 110007. India, Satyawati Marg, Block A, Kamla Nagar, New Delhi, Delhi 110007, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.68237,"97-d Kamla Nagar, Block UB, Jawahar Nagar, Kamla Nagar, Delhi, 110007, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.682379,"Nangloi Railway Station Metro Station, JJ Colony No 2, Nangloi, New Delhi, Delhi 110041",West Delhi,Commenting,Verbal Abuse,Nangloi
,28.68242071,Delhi,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.682427,Block G Kamla Nagar Delhi 110007 India,Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.682427,"Block G, Kamla Nagar, Delhi, 110007, India",North Delhi,Touching /Groping,Physical Abuse,Kamla Nagar
,28.682502,"Nangloi Metro Station, Kirari Extension 2, Block A, JJ Colony No 2, Nangloi, New Delhi, Delhi 110041",West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Nangloi
,28.682542,*,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.682542,"Kanhaiya Nagar Metro Station, Block F, JJ Colony Wazirpur, Ashok Vihar, New Delhi, Delhi 110034, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.682542,"Kanhaiya Nagar, Block F, JJ Colony Wazirpur, Ashok Vihar, New Delhi, Delhi 110034, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.682542,"Kanhaiya Nagar, JJ Colony Wazirpur, Ashok Vihar, New Delhi, Delhi 110034, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.682542,"Kanhaiya Nagar, JJ Colony Wazirpur, Ashok Vihar, New Delhi, Delhi 110034, India",North West Delhi,Others,Others,Pitampura
,28.682724,*,North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.6828082,*,East Delhi,Taking pictures without permission,Non-Verbal Abuse,Dilshad Garden
,28.6828082,"Dilshad Garden, New Delhi, Delhi, India",East Delhi,Commenting,Verbal Abuse,Dilshad Garden
,28.6828082,"Dilshad Garden, New Delhi, Delhi, India",East Delhi,Chain Snatching,Physical Abuse,Dilshad Garden
,28.6828082,"Dilshad Garden, New Delhi, Delhi, India",East Delhi,Indecent exposure,Non-Verbal Abuse,Dilshad Garden
,28.6828082,"Dilshad Garden, New Delhi, Delhi, India",East Delhi,Touching /Groping,Physical Abuse,Dilshad Garden
,28.683012,"Kirori Mal College, New Delhi, Delhi 110007, India",North Delhi,Taking pictures without permission,Non-Verbal Abuse,North Campus
,28.683012,"Kirori Mal College, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.683012,"Kirori Mal College, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.683012,"Kirori Mal College, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Taking pictures without permission,Non-Verbal Abuse,University Enclave
,28.683013,"Karori Mal College University Of Delhi, Prof ND Kapoor Marg, Kirori Mal College, Kamla Nagar, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,North Campus
,28.6830334,Kirori Mal College,North Delhi,Catcalls/Whistles,Verbal Abuse,North Campus
,28.683172,Karorimal College Delhi 110007,North Delhi,Stalking,Verbal Abuse,North Campus
,28.6833,*,West Delhi,Commenting,Verbal Abuse,Nangloi
,28.6833,"Nangloi, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Nangloi
,28.6833553,*,East Delhi,Catcalls/Whistles,Verbal Abuse,Dilshad Garden
,28.6833613,"Karorimal College, Delhi, 110007",North Delhi,Stalking,Verbal Abuse,North Campus
,28.683447,*,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.6840049,"GTB Hospital, GTB Enclave, Dilshad Garden, New Delhi, Delhi 110095, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Dilshad Garden
,28.684007,Roop Nagar Kamla Nagar Delhi 110007,Central Delhi,Others,Others,Karol Bagh
,28.68402,*,East Delhi,Poor / No Street Lighting,Others,Dilshad Garden
,28.68402,"Block D, Dilshad Garden, New Delhi, Delhi 110095, India",East Delhi,Taking pictures without permission,Non-Verbal Abuse,Dilshad Garden
,28.684111,"Roop Nagar, Kamla Nagar, New Delhi, Delhi 110007",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.684111,"Roop Nagar, Kamla Nagar, New Delhi, Delhi 110007",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.684121,"Nangloi, New Delhi, Delhi, India",West Delhi,Commenting,Verbal Abuse,Nangloi
,28.684121,"Nangloi, New Delhi, Delhi, India",West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Nangloi
,28.684121,"Nangloi, New Delhi, Delhi, India",West Delhi,Touching /Groping,Physical Abuse,Nangloi
,28.684237,hansraj college cafeteria DU,North Delhi,Others,Others,North Campus
,28.684252,"Block A, JJ Colony No 2, Nangloi, New Delhi, Delhi, India",West Delhi,Others,Others,Nangloi
,28.684433,Laxmi Bai College Ashok Vihar IV Ashok Vihar Delhi 110052,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.684463,"Laxmi Bai College, Ashok Vihar IV, Ashok Vihar, Delhi, 110052",North West Delhi,Catcalls/Whistles,Verbal Abuse,Ashok Vihar
,28.6847905,"Kirormal College, Delhi School Of Economics, University Enclave, Delhi, 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.6848137,"Ashoka Garden, Ashok Vihar, New Delhi, Delhi 110052, India",North West Delhi,Stalking,Verbal Abuse,Ashok Vihar
,28.684814,Ashoka Garden Ashok Vihar New Delhi Delhi 110052 India,Central Delhi,Stalking,Verbal Abuse,Karol Bagh
,28.684843,"Chauburja, Kamla Nehru Ridge, Civil Lines, Delhi, 110007, India",North Delhi,Indecent exposure,Non-Verbal Abuse,Civil Lines
,28.684848,University Enclave New Delhi Delhi 110007 India,North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.6848505,"Purana Police Thana Maurice Nagar, Delhi, 110007",North Delhi,Others,Others,Maurice Nagar
,28.6848763,"Kamla Nehru Ridge, Civil Lines, Delhi, India",North Delhi,Commenting,Verbal Abuse,Civil Lines
,28.6848763,"Kamla Nehru Ridge, Civil Lines, Delhi, India",North Delhi,Stalking,Verbal Abuse,Civil Lines
,28.6850007,"Vishvavidalaya Marg, St Stephen's College, University Enclave, Civil Lines, New Delhi, Delhi 110007, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Civil Lines
,28.685067,Vir Nagar Jain Colony Block C Rana Pratap Bagh Ashok Vihar New Delhi Delhi 110007 India,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.685096,"Fire Station Maurice Nagar, Block C, Maurice Nagar, Roop Nagar, New Delhi, Delhi 110007, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.685436,University Enclave New Delhi Delhi 110007 India,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.685436,University Enclave New Delhi Delhi 110007 India,Central Delhi,Stalking,Verbal Abuse,Karol Bagh
,28.685436,"University Enclave, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.685436,"University Enclave, New Delhi, Delhi 110007, India",North Delhi,Stalking,Verbal Abuse,University Enclave
,28.6854499,"Vir Nagar Jain Colony, Block C, Rana Pratap Bagh, Ashok Vihar, New Delhi, Delhi 110007, India",North West Delhi,Commenting,Verbal Abuse,Ashok Vihar
,28.685534,"Ramjas College, University Enclave, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.6855342,"Block C, Maurice Nagar, Roop Nagar, Delhi, 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,Roop Nagar
,28.685583,Roop Nagar Delhi,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.685583,"Roop Nagar, New Delhi, Delhi 110007, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.685583,"Roop Nagar, New Delhi, Delhi 110007, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.6855831,"Roop Nagar, Delhi",North Delhi,Catcalls/Whistles,Verbal Abuse,Roop Nagar
,28.6855831,"Roop Nagar, Kamla Nagar, Delhi, 110007",North Delhi,Others,Others,Kamla Nagar
,28.685631,Pocket I Phase 1 Ashok Vihar New Delhi Delhi India,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.68574,ramjas college Delhi university delhi,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.68574,ramjas college Delhi university delhi,Central Delhi,Sexual Invites,Verbal Abuse,Karol Bagh
,28.68574,ramjas college Delhi university delhi,Central Delhi,Others,Others,Karol Bagh
,28.6858678,"ramjas college, Delhi university, delhi",North Delhi,Commenting,Verbal Abuse,North Campus
,28.6858678,"ramjas college, Delhi university, delhi",North Delhi,Sexual Invites,Verbal Abuse,North Campus
,28.6858678,"ramjas college, Delhi university, delhi",North Delhi,Others,Others,North Campus
,28.686192,"Shahdara, New Delhi, Delhi, India",East Delhi,Commenting,Verbal Abuse,Shahdara
,28.686192,"Shahdara, New Delhi, Delhi, India",East Delhi,Chain Snatching,Physical Abuse,Shahdara
,28.686192,"Shahdara, New Delhi, Delhi, India",East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Shahdara
,28.686192,"Shahdara, New Delhi, Delhi, India",East Delhi,Others,Others,Shahdara
,28.686192,"Shahdara, New Delhi, Delhi, India",East Delhi,Touching /Groping,Physical Abuse,Shahdara
,28.686284,"Maurice Nagar, Block C, Maurice Nagar, Roop Nagar, New Delhi, Delhi 110007",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Karol Bagh
,28.6863002,"railway metro station. Saheed Ramkishan Pahalwan Marg, Block A, New Delhi,, 110041, Ratan Bagh, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Nangloi
,28.686743,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.686743,"Ramjas College, University Enclave, North Campus, New Delhi, Delhi 110007, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.686846,*,North Delhi,Stalking,Verbal Abuse,University Enclave
,28.687036,Block C Maurice Nagar Roop Nagar Delhi 110007 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.687193,*,North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.687193,*,North Delhi,Commenting,Verbal Abuse,University Enclave
,28.687193,*,North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,University Enclave
,28.687193,*,North Delhi,Others,Others,University Enclave
,28.687193,*,North Delhi,Touching /Groping,Physical Abuse,University Enclave
,28.687193,"North Campus, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,North Campus
,28.687193,"University Enclave, New Delhi, Delhi 110007, India",North Delhi,Indecent exposure,Non-Verbal Abuse,University Enclave
,28.687193,"University Enclave, North Campus, New Delhi, Delhi 110007, India",North Delhi,Sexual Invites,Verbal Abuse,University Enclave
,28.687367,"University of Delhi North Campus, New Delhi, Delhi 110002, India",North Delhi,Catcalls/Whistles,Verbal Abuse,North Campus
,28.687651,*,North Delhi,Commenting,Verbal Abuse,University Enclave
,28.6876514,north campus delhi university,North Delhi,Commenting,Verbal Abuse,North Campus
,28.687665,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,North Campus
,28.687665,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,North Campus
,28.687665,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Chain Snatching,Physical Abuse,North Campus
,28.687665,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Indecent exposure,Non-Verbal Abuse,North Campus
,28.687665,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,North Campus
,28.687701,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,North Campus
,28.687701,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Chain Snatching,Physical Abuse,North Campus
,28.687701,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Indecent exposure,Non-Verbal Abuse,North Campus
,28.687701,"University of Delhi North Campus, New Delhi, Delhi 110007, India",North Delhi,Touching /Groping,Physical Abuse,North Campus
,28.687786,University Enclave New Delhi Delhi 110007 India,North Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,University Enclave
,28.687967,"Keshav Puram, Tri Nagar, New Delhi, Delhi, India",North West Delhi,Sexual Invites,Verbal Abuse,Pitampura
,28.687967,"Keshav Puram, Tri Nagar, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.688031,*,North Delhi,Touching /Groping,Physical Abuse,University Enclave
,28.688113,"Vishvavidalaya Marg, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,Vishwavidyalaya
,28.688113,"Vishvavidalaya Marg, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,Vishwavidyalaya
,28.68825,University of Delhi Faculty of Science University Enclave New Delhi Delhi 110007,North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.68825,University of Delhi Faculty of Science University Enclave New Delhi Delhi 110007,North Delhi,Stalking,Verbal Abuse,University Enclave
,28.68825,Vishvavidalaya Marg St Stephen's College University Enclave Civil Lines New Delhi Delhi 110007 India,North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,University Enclave
,28.688346,"Mangolpuri, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Mangolpuri
,28.688346,"Mangolpuri, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Mangolpuri
,28.688346,"Mangolpuri, New Delhi, Delhi, India",North West Delhi,Touching /Groping,Physical Abuse,Mangolpuri
,28.688455,ashok vihar delhi,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.6884978,"B-4 Block, Keshav Puram, Tri Nagar, New Delhi, Delhi 110035, India",North Delhi,Taking pictures without permission,Non-Verbal Abuse,Tri Nagar
,28.688592,"Faculty of Science, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.688617,"University of Delhi, University Road, New Delhi, Delhi 110007, India",North Delhi,Taking pictures without permission,Non-Verbal Abuse,North Campus
,28.688699,"Wazirpur Village, Ashok Vihar, New Delhi, Delhi 110052, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Ashok Vihar
,28.688737,University of Delhi,North Delhi,Touching /Groping,Physical Abuse,North Campus
,28.688744,"Faculty of Arts, Chhatra Marg, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.688744,"Faculty of Arts, Chhatra Marg, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.688769,"University of Delhi, University Road, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,North Campus
,28.688769,"University of Delhi, University Road, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,North Campus
,28.688769,"University of Delhi, University Road, New Delhi, Delhi 110007, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,North Campus
,28.688769,"University of Delhi, University Road, New Delhi, Delhi 110007, India",North Delhi,Others,Others,North Campus
,28.68879,"DTC Bus Depot, Police Lines, Co-operative Group Housing Societies Pitampura, Block C2, West Enclave, Pitampura, New Delhi, Delhi 110083, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.68879,"DTC Bus Depot, Police Lines, Co-operative Group Housing Societies Pitampura, Block C2, West Enclave, Pitampura, New Delhi, Delhi 110083, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.68879,"DTC Bus Depot, Police Lines, Co-operative Group Housing Societies Pitampura, West Enclave, Pitampura, New Delhi, Delhi 110083, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.68879,"DTC Bus Depot, Police Lines, Co-operative Group Housing Societies Pitampura, West Enclave, Pitampura, New Delhi, Delhi 110083, India",North West Delhi,Others,Others,Pitampura
,28.688839,*,East Delhi,Commenting,Verbal Abuse,Shahdara
,28.688839,"Ghonda Patti Chauhan, Ghonda, Shahdara, New Delhi, Delhi 110053, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Shahdara
,28.688839,"Ghonda Patti Chauhan, Ghonda, Shahdara, New Delhi, Delhi 110053, India",East Delhi,Commenting,Verbal Abuse,Shahdara
,28.688938,"Keshav Puram Metro Station, Maharaja Nahar Singh Marg, Pocket F, Phase 1, Ashok Vihar, New Delhi, Delhi 110034, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.6889436,"University of Delhi North Campus, New Delhi, Delhi 110002, India",North Delhi,Commenting,Verbal Abuse,North Campus
,28.6889741,"Faculty of Science, University Enclave, Faculty of Science, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Stalking,Verbal Abuse,University Enclave
,28.6889741,"Faculty of Science, University Enclave, Faculty of Science, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,University Enclave
,28.689049,"Sri Ram College, Faculty of Arts, University Enclave, New Delhi, Delhi 110007",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.68913,"University of Delhi, Faculty of Science, University Enclave, New Delhi, Delhi 110007",North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.68913,"University of Delhi, Faculty of Science, University Enclave, New Delhi, Delhi 110007",North Delhi,Stalking,Verbal Abuse,University Enclave
,28.689131,*,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.689233,B-4 Block Keshav Puram Tri Nagar New Delhi Delhi 110035 India,North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.689486,Sant Kirpal Singh Marg Old Gupta Colony Kalyan Vihar New Delhi Delhi 110009 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.689595,"Sainik Vihar, Pitampura, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.689626,Sri Ram College Delhi 110007 India,Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.689626,"Sri Ram College, Delhi, 110007, India",North Delhi,Touching /Groping,Physical Abuse,North Campus
,28.689711,"Delhi University Garden, Shreya Mishra Marg, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.68972,guru tegh bahadur marg delhi university delhi,North Delhi,Others,Others,North Campus
,28.68978,"Sant Kirpal Singh Marg, Old Gupta Colony, Kalyan Vihar, New Delhi, Delhi 110009, India",North Delhi,Catcalls/Whistles,Verbal Abuse,Kalyan Vihar
,28.6904,"1st Block Vijay Nagar Double Storey Road, Old Gupta Colony, Kalyan Vihar, New Delhi, Delhi 110009, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.6904062,"SRCC college, Delhi University, Delhi",North Delhi,Others,Others,North Campus
,28.690494,"Ashok Vihar, Ashok Vihar III, Deep Enclave, Ashok Vihar, New Delhi, Delhi 110052",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.690563,"Rani Bagh, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.690637,*,North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,University Enclave
,28.690737,"Prem Nagar, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Prem Nagar
,28.690737,"Prem Nagar, New Delhi, Delhi, India",West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Prem Nagar
,28.690807,"Chhatra Marg, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.690852,"Chhatra Marg, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.690891,"Delhi University Stadium, Vishvavidalaya Marg, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Catcalls/Whistles,Verbal Abuse,University Enclave
,28.6909509,"Seemapuri, New Delhi, Delhi, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Seemapuri
,28.6909509,"Seemapuri, New Delhi, Delhi, India",East Delhi,Commenting,Verbal Abuse,Seemapuri
,28.6909791,"ashok vihar, delhi",North West Delhi,Commenting,Verbal Abuse,Ashok Vihar
,28.691028,"West Enclave, Road Number 42, Co-operative Group Housing Societies Pitampura, West Enclave, Pitampura, New Delhi, Delhi 110083, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.691453,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.691453,"Vijay Nagar, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.691453,"Vijay Nagar, New Delhi, Delhi, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.691453,"Vijay Nagar, New Delhi, Delhi, India",Central Delhi,Others,Others,Karol Bagh
,28.691453,"Vijay Nagar, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.6915801,"Block C, Vijay Nagar, New Delhi, Delhi 110009, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Vijay Nagar
,28.69162,"Police Lines, West Enclave, Pitampura, New Delhi, Delhi 110083, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.691661,*,North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.69167,*,North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,University Enclave
,28.69167,"Patel Chest, University Enclave, New Delhi, Delhi 110007",North Delhi,Commenting,Verbal Abuse,University Enclave
,28.69167,"Patel Chest, University Enclave, New Delhi, Delhi 110007",North Delhi,Chain Snatching,Physical Abuse,University Enclave
,28.69167,"Patel Chest, University Enclave, New Delhi, Delhi 110007",North Delhi,Taking pictures without permission,Non-Verbal Abuse,University Enclave
,28.691802,"Ring Road, Netaji Subash Place, Tri Nagar, New Delhi, Delhi 110034, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.692222,Netaji Subash Place Shakurpur New Delhi Delhi 110034 India,North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.6922224,"Netaji Subash Place, Shakurpur, New Delhi, Delhi 110034, India",North West Delhi,Commenting,Verbal Abuse,Shakurpur
,28.692492,Pocket B 2 Phase 2 Ashok Vihar New Delhi Delhi 110052 India,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.6925219,"Chemistry Block, Delhi, 110007, India",North Delhi,Touching /Groping,Physical Abuse,University Enclave
,28.692867,Chemistry Block Delhi 110007 India,North Delhi,Touching /Groping,Physical Abuse,University Enclave
,28.6928806,"Pocket B 2, Phase 2, Ashok Vihar, New Delhi, Delhi 110052, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Ashok Vihar
,28.692915,"GT Karnal Rd, Sultan Puri, New Delhi, Delhi, India",Central Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Karol Bagh
,28.6930428,"Reids Line Delhi Univ Staff Flats, Sarup Nagar, New Delhi, Delhi 110007, India",Central Delhi,Commenting,Verbal Abuse,Sarup Nagar
,28.693182,"NSP Parking, Netaji Subash Place, Wazirpur, New Delhi, Delhi 110034, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.693182,"NSP Parking, Netaji Subash Place, Wazirpur, New Delhi, Delhi 110034, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.693182,"NSP Parking, Netaji Subash Place, Wazirpur, New Delhi, Delhi 110034, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.693192,"miranda house tennis court, GC Narang Road, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Taking pictures without permission,Non-Verbal Abuse,University Enclave
,28.693221,"DMRC, Mundka, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Mundka
,28.693283,Wazirpur Village Ashok Vihar New Delhi Delhi 110052 India,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.693897,Reids Line Delhi Univ Staff Flats Sarup Nagar New Delhi Delhi 110007 India,Central Delhi,Commenting,Verbal Abuse,Sarup Nagar
,28.694059,"Ashok Vihar, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.694059,"Ashok Vihar, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.694059,"Ashok Vihar, New Delhi, Delhi, India",Central Delhi,Others,Others,Karol Bagh
,28.694059,"Ashok Vihar, New Delhi, Delhi, India",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Karol Bagh
,28.694078,"Pushpanjali, Pitampura, New Delhi, Delhi, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.694446,"Khalsa College, University of Delhi, New Delhi, Delhi 110007",North Delhi,Commenting,Verbal Abuse,North Campus
,28.694593,"Hudson Lane, GTB Nagar, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.694593,"Hudson Lane, Guru Teg Bahadur Nagar, New Delhi, Delhi, India",Central Delhi,Sexual Invites,Verbal Abuse,Karol Bagh
,28.694593,"Hudson Lane, Guru Teg Bahadur Nagar, New Delhi, Delhi, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Karol Bagh
,28.694594,Hudson Lane GTB Nager Delhi 110009 India,Central Delhi,Others,Others,Karol Bagh
,28.694597,"Hudson Lane, GTB Nagar, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.694703,*,North Delhi,Catcalls/Whistles,Verbal Abuse,Vishwavidyalaya
,28.6947212,"Vishwa Vidyalaya, The Mall Rd, New Delhi, Delhi 110007, India",North Delhi,Commenting,Verbal Abuse,Vishwavidyalaya
,28.6947212,"Vishwavidyalay Metro Station, Mahatma Gandhi Marg, Banarsi Das Estate, Timarpur, New Delhi, Delhi 110007, India",North Delhi,Others,Others,Vishwavidyalaya
,28.694747,Vishwa Vidyalaya The Mall Rd New Delhi Delhi 110007 India,North Delhi,Commenting,Verbal Abuse,Vishwavidyalaya
,28.694766,"Vishwavidyalaya, New Delhi, Delhi 110007",North Delhi,Catcalls/Whistles,Verbal Abuse,Vishwavidyalaya
,28.694766,"Vishwavidyalaya, New Delhi, Delhi 110007",North Delhi,Commenting,Verbal Abuse,Vishwavidyalaya
,28.694766,"Vishwavidyalaya, New Delhi, Delhi 110007",North Delhi,Others,Others,Vishwavidyalaya
,28.694944,"SGTB Khalsa College, The Mall Road, Sarup Nagar, University Enclave, New Delhi, Delhi 110007, India",North Delhi,Indecent exposure,Non-Verbal Abuse,University Enclave
